Link,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Processor Model,Processor Core,RAM,RAM Type,HDD RPM,Installed SSD Type,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,HDMI Port,LAN,Finger Print Sensor,Operating System,Color,Weight (Kg),Power Adapter,Warranty,Country Of Origin
https://www.ryans.com/lenovo-yoga-6-13abr8-amd-ryzen-5-7530u-16gb-ram-512gb-ssd-13.3-inch-fhd-plus-wuxga-ips-touch-display-dark-teal-laptop,Lenovo,Lenovo Yoga 6 13ABR8,Yoga,83B2005PLK,AMD,Not Found,Ryzen 5 7530U,6,16GB,LPDDR4x,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,13.3,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,Yes,Win-11 Home,Dark Teal,1.37 kg,45W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-5-16abr8-amd-ryzen-7-7730u-16gb-ram-512gb-ssd-16-inch-fhd-plus-wuxga-display-cloud-grey-laptop,Lenovo,Lenovo IdeaPad Slim 5 16ABR8,IdeaPad,82XG007PLK,AMD,Not Found,Ryzen 7 7730U,8,16GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,16,FHD+ WUXGA Display,1920x1200,No,No,1,No,No,Win-11 Home,Cloud Grey,1.89 kg,65W,2 Year,China
https://www.ryans.com/asus-vivobook-pro-15-k3500pa-11th-gen-intel-core-i7-11370h-15.6-inch-fhd-display-quiet-blue-laptop,Asus,Asus VivoBook Pro 15 K3500PA,VivoBook,KJ137T-K3500PA,Intel,Not Found,Core i7 11370H,4,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD,1920x1080,No,No,1,No,Yes,Win-10 Home,Quiet Blue,1.65 kg,65W AC Adapter,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-gaming-3i-15ihu-intel-core-i7-11370h-shadow-black-gaming-laptop,Lenovo,Lenovo IdeaPad Gaming 3i 15IHU,IdeaPad,82K100WFIN,Intel,Not Found,Core i7 11370H,4,16GB,DDR4,5400 RPM,NVMe PCIe,Nvidia GTX 1650 Graphics,Dedicated,4GB,15.6,FHD IPS LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Shadow Black,2.2Kg,135W,3 Year,China
https://www.ryans.com/acer-nitro-5-an515-58-59jp-intel-core-i5-12450h-15.6-inch-fhd-display-obsidian-black-gaming-laptop,Acer,Acer Nitro 5 AN515-58-59JP,Nitro,NH.QFHSI.008,Intel,Not Found,Core i5 12450H,8,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Obsidian Black,2.50 kg,230W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-a15-fa506nc-amd-ryzen-5-7535hs-8gb-ram-512gb-ssd-15.6-inch-fhd-display-graphite-black-gaming-laptop,Asus,Asus TUF Gaming A15 FA506NC,TUF,FA506NC-HN005W,AMD,Not Found,Ryzen 5 7535HS,6,8GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Graphite Black,2.30 Kg,180W,2 Year,Taiwan
https://www.ryans.com/microsoft-surface-laptop-go-3-intel-core-i5-1235u-8gb-ram-256gb-ssd-12.4-inch-pixelsense-multitouch-display-sandstone-surface-go-laptop,Microsoft,Microsoft Surface Laptop Go 3,Surface Laptop,XK1-00011,Intel,Not Found,Core i5 1235U,10,8GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,12.4,PixelSense MultiTouch Display,1536x1024,Yes,No,No,No,Yes,Win-11 Home,Sandstone,1.12 kg,Not Found,1 Year,USA
https://www.ryans.com/lenovo-ideapad-gaming-3-15arh7-amd-ryzen-5-7535hs-15.6-inch-fhd-display-onyx-grey-gaming-laptop,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7,IdeaPad,82SB00PLIN,AMD,Not Found,Ryzen 5 7535HS,6,8GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX GDDR6 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Onyx Grey,2.32 kg,170W,2 Year,China
https://www.ryans.com/lenovo-loq-gaming-15irh8-intel-core-i5-12450h-16gb-ram-512gb-ssd-15.6-inch-fhd-display-storm-grey-gaming-laptop,Lenovo,Lenovo LOQ Gaming 15IRH8,LOQ,82XV00SGLK,Intel,Not Found,Core i5 12450H,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 2050 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,135W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-5i-pro-16itl-6-intel-core-i5-11300h-16-inch-2.5k-wqxga-ips-display-storm-grey-laptop,Lenovo,Lenovo IdeaPad Slim 5i Pro 16ITL-6,IdeaPad,82L9009YIN,Intel,Not Found,Core i5 11300H,4,16GB,DDR4,No HDD,NVMe PCIe,Nvidia MX450 Graphics,Dedicated,2GB,16,2.5K WQXGA IPS LED Display,2560x1600,No,No,1,No,No,Win-11 Home,Storm Grey,1.9 Kg,95W,3 Year,China
https://www.ryans.com/lenovo-ideapad-gaming-3i-16iah7-intel-core-i5-12450h-16-inch-fhd-plus-wuxga-display-onyx-grey-gaming-laptop,Lenovo,Lenovo IdeaPad Gaming 3i 16IAH7,IdeaPad,82SA00B0IN,Intel,Not Found,Core i5 12450H,8,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,16,FHD+ WUXGA Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Onyx Grey,2.6 kg,170W,2 Year,China
https://www.ryans.com/asus-tuf-gaming-f15-fx507zc4-intel-core-i5-12500h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-mecha-gray-gaming-laptop,Asus,Asus TUF Gaming F15 FX507ZC4,TUF,FX507ZC4-HN081W,Intel,Not Found,Core i5 12500H,12,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Mecha Gray,2.20 Kg,200W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-f15-fx506he-intel-core-i5-11400h-graphite-black-gaming-laptop,Asus,Asus TUF Gaming F15 FX506HE,TUF,HN308W-FX506HE,Intel,Not Found,Core i5 11400H,6,8GB,DDR4,Not Found,NVMe PCIe,Nvidia RTX 3050 Ti Graphics,Dedicated,4GB,15.6,FHD,1920x1080,No,No,1,Yes,No,Win-11 Home,Graphite Black,2.30 Kg,180W AC Adapter,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-pro-5-16arp8-amd-ryzen-5-7535hs-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Pro 5 16ARP8,IdeaPad,83AS003ULK,AMD,Not Found,Ryzen 5 7535HS,6,16GB,DDR5,No HDD,NVMe PCIe,AMD Radeon 660M Graphics,Integrated,Shared,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,No,Win-11 Home,Arctic Grey,1.93 kg,100W,2 Year,China
https://www.ryans.com/hp-pavilion-15-eg3040tx-intel-core-i7-1355u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-silver-laptop,HP,HP Pavilion 15-eg3040TX,Pavilion,9B309PA,Intel,Not Found,Core i7 1355U,10,8GB,DDR4,No HDD,NVMe PCIe,Nvidia MX550 Graphics,Dedicated,2GB,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,1.74 kg,65W,2 Year,USA
https://www.ryans.com/gigabyte-gaming-g5-ke-intel-core-i5-12500h-15.6-inch-fhd-display-512gb-ssd-matte-black-gaming-laptop,Gigabyte,Gigabyte Gaming G5 KE,Gaming,Not Found,Intel,Not Found,Core i5 12500H,12,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3060 Max-Q Graphics,Dedicated,6GB,15.6,FHD,1920x1080,No,No,1,Yes,No,Win-11 Home,Matt Black,1.9 Kg,180W,2 Year,Taiwan
https://www.ryans.com/msi-cyborg-15-a12ve-intel-core-i5-12450h-15.6-inch-fhd-display-black-gaming-laptop,MSI,MSI Cyborg 15 A12VE,Cyborg,9S7-15K111-258 / A12VE-258BD-TB51245H16GXXDX11EMH,Intel,Not Found,Core i5 12450H,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Black,1.98 kg,120W,2 Year,Taiwan
https://www.ryans.com/gigabyte-gaming-g5-kf-12th-gen-intel-core-i5-12500h-15.6-inch-fhd-display-matte-black-gaming-laptop,Gigabyte,Gigabyte Gaming G5 KF,Gaming,Not Found,Intel,Not Found,Core i5 12500H,12,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Matt Black,2.08 kg,150W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-pro-15-m3500qc-amd-ryzen-5-5600h-15.6-inch-fhd-wv-display-quiet-blue-laptop,Asus,Asus VivoBook Pro 15 M3500QC,VivoBook,KJ376W/KJ435W-M3500QC,AMD,Not Found,Ryzen 5 5600H,6,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,15.6,FHD,1920x1080,No,No,1,No,Yes,Win-11 Home,Quiet Blue,1.65 kg,90W,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-flex-5i-14iru8-intel-core-i5-1335u-16gb-ram-1tb-ssd-14-inch-fhd-plus-wuxga-ips-touch-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad FLEX 5i 14IRU8,IdeaPad,82Y0007ELK,Intel,Not Found,Core i5 1335U,10,16GB,LPDDR4x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,Yes,Win-11 Home,Arctic Grey,1.5 kg,65W,2 Year,China
https://www.ryans.com/apple-macbook-air-2022-apple-m2-chip-13.6-inch-liquid-retina-display-midnight-macbook,Apple,Apple MacBook Air (2022),MacBook Air,MLY33LL/A / MLY33ZP/A,Apple,Not Found,Apple M2 Chip,8,8GB,Unmentioned,Not Applicable,NVMe PCIe,Apple 8-core GPU,Integrated,Shared,13.6,Liquid Retina,2560x1664,No,No,No,No,Yes,macOS,Midnight,1.24 kg,30W,1 Year,USA
https://www.ryans.com/lenovo-ideapad-slim-5i-16irl8-intel-core-i7-13700h-16gb-ram-16-inch-fhd-plus-wuxga-display-cloud-grey-laptop,Lenovo,Lenovo IdeaPad Slim 5i 16IRL8,IdeaPad,82XF0086LK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,16,FHD+ WUXGA Display,1920x1200,No,No,1,No,No,Win-11 Home,Cloud Grey,1.89 Kg,65W,2 Year,China
https://www.ryans.com/microsoft-surface-go-3-intel-core-i3-10100y-10.5-inch-pixelsense-multitouch-display-black-surface-go-laptop,Microsoft,Microsoft Surface Go 3 (Wi-Fi),Surface Go,8VC-00024,Intel,Not Found,Core i3 10100Y,2,8GB,LPDDR3,No HDD,Not Found,Intel UHD Graphics 615,Integrated,Shared,10.5,PixelSense MultiTouch Display,1920x1280,Yes,No,No,No,No,Win-11 Home in S mode,Black,544 gm,Not Found,1 Year,USA
https://www.ryans.com/lenovo-yoga-7-14arp8-amd-ryzen-7-7735u-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-oled-touch-display-tidal-teal-laptop,Lenovo,Lenovo Yoga 7 14ARP8,Yoga,82YM007XLK,AMD,Not Found,Ryzen 7 7735U,8,16GB,LPDDR5,No HDD,NVMe PCIe,AMD Radeon 680M Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,No,Win-11 Home,Tidal Teal,1.49 kg,65W,2 Year,China
https://www.ryans.com/acer-predator-helios-neo-16-phn16-71-59xw-intel-core-i5-13500hx-16gbram-512gb-ssd-16-inch-wuxga-display-obsidian-black-gaming-laptop,Acer,Acer Predator Helios Neo 16 PHN16-71-59XW,Predator,NH.QLTSI.004,Intel,Not Found,Core i5 13500HX,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,16,WUXGA LED Display,1920x1200,No,No,1,Yes,No,Win-11 Home,Obsidian Black,2.6 Kg,230W,2 Year,Taiwan
https://www.ryans.com/microsoft-surface-laptop-5-13.5-inch-pixelsense-multi-touch-display-platinum-alcantara-surface-laptop,Microsoft,Microsoft Surface Laptop 5,Surface Laptop,QZI-00001,Intel,Not Found,Core i5 1235U,10,8GB,LPDDR5x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13.5,PixelSense MultiTouch Display,2256x1504,Yes,No,No,No,No,Win-11 Home,Platinum,1.3 kg,Not Found,1 Year,USA
https://www.ryans.com/gigabyte-aorus-15-9mf-intel-core-i5-12500h-15.6-inch-fhd-display-matte-black-gaming-laptop,Gigabyte,Gigabyte AORUS 15 9MF,AORUS,Not Found,Intel,Not Found,Core i5 12500H,12,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Matt Black,2.39 kg,240W,2 Year,Taiwan
https://www.ryans.com/hp-victus-gaming-15-fa1251tx-intel-core-i7-13700h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-performance-blue-gaming-laptop,HP,HP Victus Gaming 15-fa1251TX,Victus,9T2H5PA,Intel,Not Found,Core i7 13700H,14,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Performance Blue,2.29 kg,200W,2 Year,USA
https://www.ryans.com/gigabyte-gaming-g5-kf5-intel-core-i7-13620h-16gb-ram-512gb-ssd-15.6-inch-fhd-display-matte-black-gaming-laptop,Gigabyte,Gigabyte Gaming G5 KF5,Gaming,Not Found,Intel,Not Found,Core i7 13620H,10,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Matte Black,2.08kg,150W,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-flex-5i-14iau7-intel-core-i7-1255u-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-ips-touch-display-storm-grey-laptop,Lenovo,Lenovo IdeaPad FLEX 5i 14IAU7,IdeaPad,82R700J8IN,Intel,Not Found,Core i7 1255U,10,16GB,LPDDR4x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,Yes,Win-11 Home,Storm Grey,1.5 kg,65W,2 Year,China
https://www.ryans.com/asus-tuf-gaming-a15-fa507nu-amd-ryzen-5-7535hs-8gb-ram-512gb-ssd-15.6-inch-fhd-display-mecha-gray-gaming-laptop,Asus,Asus TUF Gaming A15 FA507NU,TUF,FA507NU-LP103W,AMD,Not Found,Ryzen 5 7535HS,6,8GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Mecha Gray,2.2,240W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-a16-advantage-edition-fa617nsr-amd-ryzen-7-7435hs-16gb-ram-512gb-ssd-16-inch-fhd-wuxga-display-gaming-laptop,Asus,Asus TUF Gaming A16 Advantage Edition FA617NSR,TUF,FA617NSR-N3041W,AMD,Not Found,Ryzen 7 7435HS,8,16GB,GDDR5,No HDD,NVMe PCIe,AMD Radeon RX 7600S Graphics,Dedicated,8GB,16,FHD+ WUXGA Display,1920x1200,No,No,1,Yes,No,Win-11 Home,Sandstorm,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-zenbook-14-flip-oled-up3404va-intel-core-i5-1340p-14-inch-2.8k-oled-wqhd-touch-display-foggy-silver-laptop,Asus,Asus Zenbook 14 Flip OLED UP3404VA,Zenbook,UP3404VA-KN109WS,Intel,Not Found,Core i5 1340P,12,16GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,2.8K OLED WQHD,2880x1800,Yes,No,1,No,No,Win-11 Home,Foggy Silver,1.50 kg (with Battery),65W,2 Year,Taiwan
https://www.ryans.com/apple-macbook-pro-2022-apple-m2-chip-space-gray-laptop,Apple,Apple MacBook Pro (2022),MacBook Pro,MNEH3LL/A / MNEH3ZP/A,Apple,Not Found,Apple M2 Chip,8,8GB,Unmentioned,No HDD,NVMe PCIe,Apple 10-core GPU,Integrated,Shared,13.3,Retina,2560x1600,No,No,No,No,Yes,macOS,Space Gray,1.4 kg,67W,1 Year,USA
https://www.ryans.com/lenovo-ideapad-slim-5i-15ial7-12th-gen-intel-core-i7-1255u-15.6-inch-fhd-ips-antiglare-display-storm-grey-laptop,Lenovo,Lenovo IdeaPad Slim 5i 15IAL7,IdeaPad,82SF00F7LK,Intel,Not Found,Core i7 1255U,10,16GB,DDR4,No HDD,NVMe PCIe,Nvidia MX550 Graphics,Dedicated,2GB,15.6,FHD LED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Storm Grey,1.77 kg,Not Found,2 Year,China
https://www.ryans.com/apple-macbook-air-early-2024-apple-m3-8gb-ram-256gb-ssd-13.6-inch-liquid-retina-display-space-grey-macbook,Apple,Apple MacBook Air (Early 2024),MacBook Air,MRXN3LL/A,Apple,Not Found,Apple M3 Chip,8,8GB,Unmentioned,No HDD,NVMe PCIe,Apple 8-core GPU,Integrated,Shared,13.6,Liquid Retina,2560x1664,No,No,No,No,Yes,macOS,Space Gray,1.24 Kg,30W,1 Year,USA
https://www.ryans.com/dell-g15-5530-intel-core-i5-13450hx-16gb-ram-512gb-ssd-15.6-inch-fhd-display-platinum-silver-gaming-laptop,Dell,Dell G15 5530,G Series,GN55309K5K0001OGDDD,Intel,Not Found,Core i5 13450HX,10,16GB,DDR5,No HDD,NVMe PCle,Nvidia RTX 3050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Platinum Silver,2.81 kg,240W,2 Year,USA
https://www.ryans.com/asus-tuf-dash-f15-fx517ze-intel-core-i5-12450h-15.6-inch-fhd-led-wv-display-off-black-gaming-laptop,Asus,Asus TUF Dash F15 FX517ZE,TUF,FX517ZE-HF143W,Intel,Not Found,Core i5 12450H,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Ti Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,OFF-Black,2Kg,180W,2 Year,Taiwan
https://www.ryans.com/lenovo-loq-15aph8-amd-ryzen-7-7840hs-16gb-ram-512gb-ssd-15.6-inch-fhd-display-storm-grey-gaming-laptop,Lenovo,Lenovo LOQ 15APH8,LOQ,82XT00C0LK,AMD,Not Found,Ryzen 7 7840HS,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,170W,2 Year,China
https://www.ryans.com/lenovo-ideapad-pro-5i-16irh8-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Pro 5i 16IRH8,IdeaPad,83AQ005XLK,Intel,Not Found,Core i5 13500H,12,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,No,Win-11 Home,Arctic Grey,1.95 Kg,170W,2 Year,China
https://www.ryans.com/asus-vivobook-16x-oled-k3605vc-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-oled-display-indie-black-laptop,Asus,Asus VivoBook 16X OLED K3605VC,VivoBook,K3605VC-MX237W,Intel,Not Found,Core i5 13500H,12,16GB,LPDDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,16,3.2K OLED Display,3200x2000,No,No,1,No,Yes,Win-11 Home,Indie Black,1.80 kg,120W,2 Year,Taiwan
https://www.ryans.com/asus-zenbook-14-oled-ux3405ma-intel-core-ultra-7-155h-32gb-ram-1tb-ssd-14-inch-fhd-plus-oled-display-ponder-blue-laptop,Asus,Asus ZenBook 14 OLED UX3405MA,ZenBook,UX3405MA-QD424,Intel,Not Found,Core Ultra 7 155H,16,32GB,LPDDR5x,No HDD,NVMe PCIe,Intel Arc Graphics,Integrated,Shared,14,FHD+ OLED Display,1920x1200,No,No,1,No,No,Free-Dos,Ponder Blue,1.22 kg,65W,2 Year,Taiwan
https://www.ryans.com/apple-15-inch-macbook-air-2023-m2-256gb-midnight,Apple,Apple MacBook Air (2023),MacBook Air,"MQKW3LL/A, MQKW3ZP/A",Apple,Not Found,Apple M2 Chip,8,8GB,Unmentioned,No HDD,NVMe PCIe,Apple 10-core GPU,Integrated,Shared,15.3,Liquid Retina,2880x1864,No,No,No,No,Yes,macOS,Midnight,1.5 kg,35W,1 Year,USA
https://www.ryans.com/hp-spectre-x360-convertible-14-ef2027tu-intel-core-i7-1355u-13.5-inch-wuxga-plus-touch-display-silver-laptop,HP,HP Spectre X360 Convertible 14-ef2027TU,Spectre,7Y3G9PA,Intel,Not Found,Core i7 1355U,10,16GB,LPDDR4x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13.5,WUXGA+ LED Display,1920x1280,Yes,No,No,No,Yes,Win-11 Home,Silver,1.36 kg,65W,2 Year,USA
https://www.ryans.com/lenovo-yoga-slim-6i-14irh8-intel-core-i7-13700h-14-inch-fhd--wuxga-oled-display-storm-grey-laptop,Lenovo,Lenovo Yoga Slim 6i 14IRH8,Yoga,83E0001FLK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,No,No,1,No,No,Win-11 Home,Storm Grey,1.35 kg,65W,2 Year,China
https://www.ryans.com/lenovo-yoga-7i-14irl8-intel-core-i7-1360p-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-oled-touch-display-storm-grey-laptop,Lenovo,Lenovo Yoga 7i 14IRL8,Yoga,82YL009HLK,Intel,Not Found,Core i7 1360P,12,16GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,No,Win-11 Home,Storm Grey,1.49 kg,65W,2 Year,China
https://www.ryans.com/acer-predator-helios-neo-16-phn16-71-757p-intel-core-i7-13700hx-16-inch-fhd-plus-wuxga-display-obsidian-black-gaming-laptop,Acer,Acer Predator Helios Neo 16 PHN16-71-757P,Predator,NH.QLTSI.006,Intel,Not Found,Core i7 13700HX,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,16,Not Found,1920x1200,No,No,1,Yes,No,Win-11 Home,Obsidian Black,2.6 kg,230W,2 Year,Taiwan
https://www.ryans.com/hp-victus-gaming-15-fa1252tx-intel-core-i7-13700h-16gb-ram-1tb-ssd-15.6-inch-fhd-display-performance-blue-gaming-laptop,Hp,HP Victus Gaming 15-fa1252TX,Victus,9T2H6PA,Intel,Not Found,Core i7 13700H,14,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Performance Blue,2.29 kg,200W,2 Year,USA
https://www.ryans.com/asus-tuf-gaming-a15-fa507nv-amd-ryzen-5-7535hs-16gb-ram-512gb-ssd-15.6-inch-fhd-display-jaeger-gray-tuf-gaming-laptop,Asus,Asus TUF Gaming A15 FA507NV,TUF,FA507NV-LP113W,AMD,Not Found,Ryzen 5 7535HS,6,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-f15-fx507vu-intel-core-i7-13620h-8gb-ram-512gb-ssd-15.6-inch-fhd-144hz-display-jaeger-gray-gaming-laptop,Asus,Asus TUF Gaming F15 FX507VU,TUF,FX507VU-LP198W,Intel,Not Found,Core i7 13620H,10,8GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-pro-16x-m7600qe-amd-ryzen-7-5800h-16-inch-4k-wquxga-oled-display-0-degree-black-laptop,Asus,Asus VivoBook Pro 16X M7600QE,VivoBook,L2061T-M7600QE,AMD,Not Found,Ryzen 7 5800H,8,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Ti Graphics,Dedicated,4GB,16,4K WQUXGA OLED,3840x2400,No,No,1,No,Yes,Win-10 Home,0 Degree Black,1.95 kg,120W,2 Year,Taiwan
https://www.ryans.com/msi-cyborg-15-ai-a1vek-intel-core-ultra-7-155h16gb-ram-512gb-ssd-15.6-inch-fhd-display-translucent-black-gaming-laptop,MSI,MSI Cyborg 15 AI A1VEK,Cyborg,A1VEK-041BD-TBU7155H16GXXDX11EMH,Intel,Not Found,Core Ultra 7 155H,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Translucent Black,1.98 kg,120W,2 Year,Taiwan
https://www.ryans.com/lenovo-yoga-pro-7i-14irh8-intel-core-i7-13700h-14.5-inch-2.5k-qhd-wqxga-ips-display-tidal-teal-laptop,Lenovo,Lenovo Yoga Pro 7i 14IRH8,Yoga,82Y700A4LK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14.5,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,No,Win-11 Home,Tidal Teal,1.49 kg,100W,2 Year,China
https://www.ryans.com/lenovo-legion-slim-5i-16irh8-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion Slim 5i 16IRH8,Legion,82YA00F0LK,Intel,Not Found,Core i5 13500H,12,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,170W,2 Year,China
